Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
"Chicago, IL metro area",December 2016,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",12/1/2016,12/31/2016,,16984,Value,32628,-0.130754476,-0.089035933,0.966320114,-0.1%,0.3%,7128,-0.7%,-2.8%,24186,-14.3%,-10.9%,54,5,-5,127.338002714,-0.053811925,0.073034903,198179,-0.078213629,0.101606448,134.078799337,0.002676239,0.063383581,$216K,0.5%,8.0%,3.4,-0.5,-0.3,4612,-29.7%,-8.4%,1,0.263751438,-0.020575107,0.001115851,16984,4345,-0.188305623,0.002769444,30,0.150955098,-0.069380280,-0.013414328,-1,-2,0.171717172,-0.006401295,0.003413844
"Boston, MA metro area",November 2012,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",11/1/2012,11/30/2012,,14454,Value,22075,-0.086904368,-0.146299018,0.972000386,0.1%,1.2%,3800,10.6%,32.6%,16879,-13.5%,-18.6%,99,-5,-22,201.852453102,-0.034696701,0.054030663,330000,-0.054441261,0.100366789,200.860832138,0.013348848,0.048617788,$336K,3.4%,5.0%,4.4,-1.3,-2.8,2773,-32.8%,-2.8%,1,0.039182283,-0.030654270,-0.009436502,14454,2348,0.162951956,0.297237569,30,0.151904734,-0.037622345,-0.049040437,-1,-2,0.178947368,-0.007261535,0.057174863
"Boston, MA metro area",May 2018,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",5/1/2018,5/31/2018,,14454,Value,15496,0.209019271,0.002652863,1.013232847,0.4%,0.4%,4377,23.1%,-5.7%,8811,20.3%,1.5%,9,-1,-1,280.780452225,-0.001082666,0.053203855,524900,0.009617234,0.071443152,281.640625,0.016722656,0.079035645,$499K,3.4%,9.7%,2,-0.1,0.1,8255,14.0%,9.2%,1,0.674128558,-0.030877402,-0.000847473,14454,6254,0.242352006,-0.000639182,30,0.303484281,0.058775828,0.008899028,-1,-2,0.519762394,0.037343266,0.045828745
"Philadelphia, PA metro area",August 2017,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",8/1/2017,8/31/2017,,37964,Value,11620,0.000172147,-0.072477650,0.968659943,-0.5%,0.3%,2601,3.4%,5.6%,8640,-2.6%,-8.3%,39,3,-5,132.568917163,-0.009601864,0.090450868,185000,0.000605772,0.094674556,138.318452381,-0.033398846,0.064348769,$190K,-6.9%,4.9%,3.3,-0.2,-0.5,2891,2.6%,7.4%,1,0.310395315,0.028683649,-0.015880472,37964,2049,0.043810494,0.112377850,30,0.215856481,0.014053665,0.020081983,-1,-2,0.171088043,-0.031297643,0.015992631
 National,August 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,8/1/2016,8/31/2016,U.S.,1400,Value,2512428,-0.001619139,-0.056183805,0.981821459,-0.2%,0.3%,614122,5.0%,8.9%,1844734,-2.1%,-9.0%,44,3,-3,140,-0.005143384,0.069674920,259507,-0.017145147,0.077845165,137,0.001082543,0.065706820,$256K,-0.6%,6.5%,3.003856965,-0.219329323,-0.588771239,657015,-3.6%,2.5%,1,0.332005267,-0.009532186,0.020345257,,480004,0.020251408,0.085201355,30,0.141156139,0.002379388,0.003810296,-1,11,0.238778729,-0.015533455,0.019916136
"Los Angeles, CA metro area",April 2016,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",4/1/2016,4/30/2016,,31084,Value,24312,0.028208924,0.009802293,0.996183819,0.1%,0.2%,6452,4.3%,-3.5%,16262,4.3%,2.2%,35,-1,3,370.899109792,0.011128035,0.065801506,568400,0.015181282,0.062429907,359.207266722,0.016665416,0.068726876,$530K,1.9%,7.1%,2.5,0,0.1,8870,1.4%,-1.3%,1,0.403955649,-0.023901940,-0.031842017,31084,6674,0.042161149,-0.001197246,30,0.175501168,-0.005611795,-0.017335778,-1,-2,0.387631742,0.021040539,0.026686766
"Washington, DC metro area",May 2017,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",5/1/2017,5/31/2017,,47894,Value,25005,0.058681570,-0.064674198,0.994366908,0.1%,0.2%,7872,22.9%,8.5%,15857,3.6%,-12.9%,15,-2,-5,204.294199969,-0.001930002,0.043136135,405000,-0.027481453,0.026355803,204.268292683,0.011766387,0.027177700,$400K,2.6%,3.9%,2,-0.4,-0.5,9903,1.6%,8.5%,1,0.550012534,-0.045195885,0.060970494,47894,7978,0.104833126,0.099655410,30,0.286119695,0.050329808,0.020383124,-1,-2,0.302591463,0.006324089,0.037974806
"Washington, DC metro area",November 2018,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",11/1/2018,11/30/2018,,47894,Value,20696,-0.093155727,0.019557614,0.988698578,-0.3%,-0.1%,5505,-6.4%,-0.6%,13833,-14.4%,2.1%,48,5,16,206.054637431,-0.027696115,0.015074962,389900,-0.022807018,0.053783784,205.176767677,-0.015040897,0.015004331,$390K,0.0%,1.3%,2.5,-0.2,0.1,4624,-28.9%,-7.3%,1,0.210368295,0.003667787,-0.168201645,47894,4996,0.014416244,0.041484261,30,0.243331165,-0.128272475,-0.004472777,-1,-2,0.235240690,-0.032956589,0.004915781
"Boston, MA metro area",April 2020,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",4/1/2020,4/30/2020,,14454,Value,10034,-0.151387009,-0.299790649,1.004550745,0.5%,0.7%,3110,-1.6%,-16.6%,7004,1.3%,-17.1%,20,-4,6,299.933199733,-0.011890626,0.011323338,549000,-0.026595745,-0.001818182,301.724137931,0.017305381,0.090263692,$537K,2.3%,10.7%,2.3,0.100000000,0,3193,-37.9%,-54.3%,1,0.273998488,-0.093616915,-0.377785522,14454,2646,-0.367137049,-0.495134516,30,0.146059395,-0.035285508,-0.132369194,-1,-2,0.465916399,0.055156905,0.080290225
 National,March 2018,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,3/1/2018,3/31/2018,U.S.,1400,Value,2019519,0.108843706,-0.071838127,0.985037081,0.4%,0.4%,517919,38.0%,-2.9%,1372120,4.3%,-9.4%,45,-9,-5,158,-0.005482555,0.055720746,304568,0.020080551,0.054439002,149,0.027879551,0.074106854,$277K,3.4%,7.7%,2.649294190,-0.856998484,-0.192402349,725787,28.4%,-5.1%,1,0.485561208,0.004694714,0.020484946,,487405,0.391971967,0.012909694,30,0.117346854,0.012335488,0.007012504,-1,11,0.256483353,0.029171238,0.019619642
"Washington, DC metro area",October 2013,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",10/1/2013,10/31/2013,,47894,Value,21984,0.000773888,0.049856734,0.991143665,-0.1%,0.7%,5103,1.5%,12.9%,15785,-1.5%,6.3%,27,2,-7,190.219337511,-0.048614477,0.111918085,350000,-0.041095890,0.076923077,187.5,0.009615385,0.125,$343K,-0.7%,7.0%,3.1,-0.1,-0.2,6189,-9.1%,15.0%,1,0.433027131,-0.047599774,-0.024528839,47894,4681,0.018937745,0.091651119,30,0.263351283,0.018751458,0.045640845,-1,-2,0.265334117,0.007378668,0.043038165
 National,January 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,1/1/2016,1/31/2016,U.S.,1400,Value,2074203,-0.020068920,-0.062697367,0.972254536,-0.2%,0.5%,341709,-30.1%,10.4%,1599363,-0.7%,-7.8%,66,5,-10,135,0.069071261,0.074265185,253496,0.105424109,0.094702514,125,-0.022823141,0.069815920,$228K,-4.2%,6.9%,4.680476989,1.384606509,-0.924732666,497051,47.7%,-2.7%,1,0.345929688,0.089595892,0.024878372,,265111,-0.044994944,0.062154838,30,0.109085272,0.015969002,0.014301837,-1,11,0.184923227,-0.006833459,0.018797002
 National,June 2012,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,6/1/2012,6/30/2012,U.S.,1400,Value,2672482,-0.008792602,-0.142287011,0.970618877,0.2%,1.0%,487673,5.1%,10.0%,2140562,-0.8%,-17.3%,68,-4,-15,108,-0.005018655,0.015508063,199804,-0.006176748,0.030805717,105,0.027133556,0.057188360,$195K,4.4%,7.8%,4.389333270,-0.261151560,-1.448492052,575408,-5.5%,-2.8%,1,0.292729557,-0.014536500,0.062825169,,322944,-0.040048206,0.165870173,30,0.060714439,0.001041675,-0.021093802,-1,11,0.201675019,0.002084790,0.035909881
 National,May 2015,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,5/1/2015,5/31/2015,U.S.,1400,Value,2654960,0.037826621,0.027710163,0.980481934,0.2%,0.3%,545775,9.9%,7.6%,2006074,4.5%,2.5%,48,-8,-4,134,0.004706189,0.047328617,256808,0.006171891,0.046337478,127,0.017133661,0.061458785,$239K,3.3%,7.8%,3.675640939,-0.191561395,-0.183919249,775884,-2.0%,4.8%,1,0.381293468,-0.027193528,0.031573781,,482323,0.053734927,0.066966121,30,0.119213052,0.009784600,0.019074184,-1,11,0.232362082,0.007895476,0.015905559
 National,August 2018,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,8/1/2018,8/31/2018,U.S.,1400,Value,2333690,0.006174222,-0.010400031,0.984779004,-0.3%,0.0%,631588,2.6%,0.5%,1676803,1.6%,-0.4%,36,4,-3,156,-0.004125206,0.056540284,287480,-0.013808561,0.051364820,154,-0.002462511,0.049306464,$285K,-0.8%,5.3%,2.654898883,-0.025331021,-0.023977395,703141,-1.1%,3.9%,1,0.357142342,-0.016484230,0.001626159,,505015,-0.054728518,-0.009706850,30,0.172190744,0.009201127,0.027005240,-1,11,0.253896786,-0.024952312,-0.003534498
 National,March 2019,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,3/1/2019,3/31/2019,U.S.,1400,Value,2125849,0.092462285,0.052651283,0.980942245,0.3%,-0.4%,490478,31.0%,-5.3%,1491410,3.8%,8.7%,50,-9,5,164,0.006548973,0.041609140,315250,0.017585677,0.035072259,153,0.022423739,0.026011233,$283K,2.8%,2.2%,3.040722727,-0.795452814,0.391428537,711149,30.4%,-2.0%,1,0.453734086,0.030488695,-0.031827121,,458141,0.370884068,-0.060040813,30,0.132459504,0.008290735,0.015112650,-1,11,0.214075353,0.020664906,-0.042407999
 National,March 2013,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,3/1/2013,3/31/2013,U.S.,1400,Value,2267818,0.059250990,-0.137312482,0.973818236,0.4%,1.2%,419527,30.4%,6.5%,1752219,2.5%,-17.2%,70,-8,-22,116,0.021607476,0.076693960,216700,0.028216335,0.084588829,106,0.051560230,0.111413769,$194K,6.7%,13.1%,4.176654345,-1.138835847,-1.192106119,605056,20.0%,-2.8%,1,0.396318393,0.000336769,0.062853704,,329450,0.311513698,0.152664194,30,0.048310809,0.002347223,-0.012027023,-1,11,0.224492450,0.008369403,0.041538764
 National,March 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,3/1/2016,3/31/2016,U.S.,1400,Value,2353774,0.090643400,-0.024953345,0.978464062,0.5%,0.4%,486581,33.1%,6.0%,1713415,4.9%,-5.2%,59,-9,-8,141,0.016480109,0.063740883,269720,0.026050573,0.068980607,129,0.038542800,0.062842941,$239K,5.1%,6.1%,3.521332572,-0.947927907,-0.414731519,751818,28.9%,6.9%,1,0.442992578,0.018306794,0.031846523,,442631,0.366013268,0.119608248,30,0.115086674,-0.023881461,0.015593763,-1,11,0.223358642,0.026832888,0.022852486
 National,September 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,9/1/2016,9/30/2016,U.S.,1400,Value,2427733,-0.033710496,-0.064486173,0.980198902,-0.2%,0.3%,551820,-10.1%,5.1%,1824643,-1.1%,-8.6%,47,3,-3,145,0.034450853,0.079097600,268119,0.033187454,0.076007578,137,-0.002675357,0.072456010,$253K,-1.1%,8.0%,3.306585889,0.302728924,-0.496233610,610644,-7.1%,1.4%,1,0.323140257,-0.008865010,0.016001354,,416620,-0.132048275,0.052230806,30,0.135910083,-0.005246056,-0.007146021,-1,11,0.224684005,-0.014094724,0.018619088
 National,October 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,10/1/2016,10/31/2016,U.S.,1400,Value,2337287,-0.037255410,-0.076286912,0.978842555,-0.1%,0.4%,502567,-8.9%,1.2%,1740138,-4.6%,-9.6%,49,3,-4,141,-0.025751649,0.062990159,260632,-0.027924622,0.063997636,137,3.920401739e-05,0.072334652,$251K,-0.7%,7.9%,3.462500692,0.155914803,-0.413859747,538536,-11.8%,-5.0%,1,0.319229199,-0.003911058,0.019916701,,396957,-0.047198474,0.035472022,30,0.132074283,-0.003835800,-0.013176737,-1,11,0.216527904,-0.008156101,0.018618687
 National,February 2017,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,2/1/2017,2/28/2017,U.S.,1400,Value,1953961,0.028535910,-0.094613325,0.977240431,0.2%,0.4%,368843,2.2%,0.9%,1438399,2.2%,-12.0%,60,0,-8,146,0.018284649,0.055182267,277641,0.041132987,0.056181816,134,-0.008263451,0.080291453,$247K,0.1%,8.6%,3.899756155,-0.002734480,-0.569504324,567840,12.5%,-2.7%,1,0.462162858,0.082514069,0.037477075,,344310,0.153265297,0.062582406,30,0.103267153,-0.003479725,-0.035700983,-1,11,0.209362803,0.012395510,0.012837049
 National,November 2019,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,11/1/2019,11/30/2019,U.S.,1400,Value,2017063,-0.096588089,-0.050092303,0.980844915,-0.1%,0.2%,480245,-11.7%,0.6%,1454670,-8.8%,-7.5%,45,1,-1,161,-0.014007476,0.033816584,291445,-0.024593957,0.032016084,159,-0.003334751,0.044516034,$294K,0.2%,5.4%,3.029012815,0.096293853,-0.263884133,436668,-27.7%,-6.0%,1,0.305438547,-0.026256316,0.018277474,,380834,-0.160481452,0.037246954,30,0.139528180,-0.039743297,-0.010019843,-1,11,0.213347518,-0.007337888,0.008051788
 National,August 2012,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,8/1/2012,8/31/2012,U.S.,1400,Value,2582454,-0.016711014,-0.136937126,0.970058716,-0.1%,1.1%,485242,7.6%,15.0%,2043674,-2.9%,-17.2%,70,2,-16,106,-0.008442089,0.043222458,191256,-0.011704194,0.070039896,104,-0.002175940,0.068671292,$191K,-0.8%,8.3%,4.211655568,-0.452395628,-1.641472392,534987,-0.9%,1.9%,1,0.285862033,0.006917492,0.058900379,,312368,0.003446827,0.207159889,30,0.062987210,0.001232610,-0.016002784,-1,11,0.203562586,-0.001833683,0.043044703
 National,October 2014,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,10/1/2014,10/31/2014,U.S.,1400,Value,2604918,-0.012644061,0.045867764,0.971372879,-0.1%,-0.3%,480080,2.2%,7.3%,2026618,-2.9%,3.5%,61,5,1,126,-0.003449395,0.062109588,229287,-0.014572950,0.066277370,121,0.003960022,0.044290795,$219K,-0.5%,4.3%,4.221413498,-0.220003165,-0.155988185,555670,-3.8%,3.0%,1,0.269683281,-0.007735345,-0.001239472,,342178,-0.000797551,0.058039468,30,0.118859198,0.012740661,0.038190860,-1,11,0.178685921,-0.005301669,-0.031581849
 National,July 2016,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,7/1/2016,7/31/2016,U.S.,1400,Value,2516503,-0.013220819,-0.076941770,0.983854471,-0.1%,0.3%,584853,-11.5%,-6.4%,1885091,1.0%,-8.3%,41,0,-4,141,-0.005245150,0.069701204,264034,-0.020881039,0.066319320,137,-0.000686840,0.059085566,$257K,-0.8%,6.2%,3.223186289,0.398052703,-0.069250855,681373,-10.0%,-5.7%,1,0.341537452,-0.024782389,0.023615604,,470476,-0.089027418,-0.024024896,30,0.138776751,-0.000267395,0.000662013,-1,11,0.254312185,-0.002841323,0.023840593
 National,September 2018,All Residential,National,False,US,National,6/14/2020 3:34:49 PM,,,9/1/2018,9/30/2018,U.S.,1400,Value,2260926,-0.031179923,0.005177256,0.982854303,-0.2%,0.0%,493182,-21.9%,-7.8%,1701607,1.5%,2.4%,39,3,-3,162,0.033606539,0.055067517,298873,0.039633203,0.052943328,152,-0.011424577,0.038571065,$279K,-2.2%,3.8%,3.450261124,0.795362241,0.343726142,602775,-14.3%,2.5%,1,0.341438036,-0.015704305,0.001091965,,411767,-0.184645223,-0.033507455,30,0.169474925,-0.002715819,0.031319467,-1,11,0.234290704,-0.019606082,-0.009363037
"Los Angeles, CA metro area",August 2014,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",8/1/2014,8/31/2014,,31084,Value,24581,0.025319096,0.140067715,0.992906710,-0.4%,-1.5%,6455,-4.5%,-15.1%,17444,3.0%,28.1%,24,3,7,323.878069433,-0.025940992,0.061464171,489000,-0.021021021,0.086666667,323.934069893,0.000537341,0.078373779,$480K,1.1%,8.6%,2.7,0.2,0.9,7847,-9.2%,-8.4%,1,0.408879711,-0.041944138,-0.069979398,31084,5811,-0.012909801,-0.167120539,30,0.261407934,-0.006916441,0.005329186,-1,-2,0.332455461,-0.039475920,-0.142945749
"Chicago, IL metro area",February 2019,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",2/1/2019,2/28/2019,,16984,Value,33653,0.079763853,0.046424129,0.967646707,0.2%,-0.2%,4995,6.4%,-2.9%,25377,7.6%,7.2%,70,9,6,169.95,0.068503350,0.025934964,299876.5,0.111065209,0.034413591,142.207398423,0.013078732,0.018530061,$234K,3.9%,1.6%,5.1,0.100000000,0.5,10404,32.1%,0.1%,1,0.468707615,0.082993329,-0.046664697,16984,5161,0.249636804,-0.082814999,30,0.177089490,-0.003040264,0.002502408,-1,-2,0.170570571,0.008448713,-0.019590814
"Boston, MA metro area",January 2016,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",1/1/2016,1/31/2016,,14454,Value,11152,-0.078651685,-0.267328034,0.980852551,-0.3%,0.1%,3075,-31.1%,23.5%,7656,-3.9%,-35.9%,35,7,-65,240.868034013,0.073850497,0.049030552,424900,0.103923097,0.089766607,227.553224313,-0.012167721,0.026306052,$395K,-1.3%,2.6%,2.5,0.7,-2.3,3272,56.9%,12.5%,1,0.482937365,0.165367200,0.401722676,14454,2315,-0.109957709,0.634887006,30,0.196969697,0.015779340,0.074826541,-1,-2,0.239674797,-0.012789361,0.021916661
"Boston, MA metro area",September 2019,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",9/1/2019,9/30/2019,,14454,Value,16315,0.077680164,0.088610129,0.994239787,-0.3%,-0.3%,4129,-26.7%,4.3%,11458,15.1%,11.5%,27,4,11,301.507936508,0.087743647,0.051771872,545000,0.147368421,0.050096339,279.449472097,-0.010449729,0.039898528,$490K,-5.4%,4.3%,2.8,1,0.2,6436,47.1%,0.3%,1,0.271762208,0.048768196,-0.280040161,14454,3768,-0.097485030,-0.050163852,30,0.324402164,0.063729136,-0.037571174,-1,-2,0.364979414,-0.024303766,-0.014757827
"Philadelphia, PA metro area",February 2012,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",2/1/2012,2/29/2012,,37964,Value,13384,0.038565997,-0.037399310,0.920542584,-0.1%,-0.7%,1049,1.3%,14.8%,11539,3.6%,-4.6%,93,5,4,120.227977813,0.104006475,0.034941417,164900,0.100066711,0.031269543,99.833657297,0.000642200,0.004387098,$135K,0.8%,2.3%,11,0.200000000,-2.2,2584,14.8%,10.8%,1,0.346962617,0.009403187,-0.053869561,37964,856,0.356576862,0.187239945,30,0.005546408,0.002673876,,-1,-2,0.094375596,0.008468260,-0.000810400
"Philadelphia, PA metro area",August 2013,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",8/1/2013,8/31/2013,,37964,Value,13425,-0.014606577,-0.032850659,0.948987414,-0.2%,0.6%,1947,-0.2%,11.4%,11130,-1.4%,-4.4%,53,7,-13,102.360445836,-0.078097486,0.026434701,139900,-0.073203047,0.036684093,120.305164319,-0.018971438,0.020255810,$167K,-4.6%,1.2%,5.7,-0.100000000,-1,2425,-13.7%,-3.0%,1,0.315322581,-0.025230071,0.004547870,37964,1240,-0.073935773,0.104185218,30,0.186343217,-0.029353479,-0.027832041,-1,-2,0.126861839,-0.016727905,0.018166187
"Philadelphia, PA metro area",July 2016,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",7/1/2016,7/31/2016,,37964,Value,12279,-0.041825985,-0.131059373,0.964483562,-0.5%,0.6%,2386,-20.1%,-0.9%,10067,1.7%,-12.3%,37,-3,-7,128.109557902,-0.008272686,0.090438292,179900,0.028,0.125078174,133.110367893,-0.038755299,0.043994694,$183K,-6.3%,1.6%,4.2,0.9,-0.6,2605,-15.3%,-10.5%,1,0.316480630,-0.012162586,0.028851136,37964,1523,-0.234673367,-0.071907374,30,0.192609516,-0.026415022,-0.033831870,-1,-2,0.163453479,-0.005669093,0.031393678
"Philadelphia, PA metro area",November 2017,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",11/1/2017,11/30/2017,,37964,Value,10653,-0.057756943,-0.061244272,0.962671821,-0.3%,0.6%,2196,0.7%,9.9%,8178,-5.1%,-8.7%,53,10,4,130.471380471,-0.041546545,0.044394702,175000,-0.078462349,0.030017657,131.840796020,0.004186447,0.053002959,$185K,0.0%,7.6%,3.7,-0.3,-0.8,2146,-20.8%,2.8%,1,0.290953545,-0.016278971,0.011262751,37964,1636,-0.022115959,0.149683767,30,0.196380533,-0.046916043,0.004862676,-1,-2,0.173497268,-0.001651746,0.019920479
"Seattle, WA metro area",December 2019,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",12/1/2019,12/31/2019,,42644,Value,6380,-0.277135735,-0.246130214,0.992364336,-0.1%,0.7%,3676,3.9%,19.1%,3468,-28.2%,-37.0%,32,9,-8,294.204867756,-0.044665321,0.005866411,539995,-0.034395508,8.334105010e-05,302.578415736,-0.004012715,0.048036971,$570K,2.3%,5.6%,0.9,-0.5,-0.9,1565,-32.3%,20.7%,1,0.457364341,0.016868196,0.163939415,42644,2064,-0.308079115,0.012757605,30,0.173010381,-0.102408961,-0.044167756,-1,-2,0.242927095,-0.020215924,0.052713226
"Los Angeles, CA metro area",July 2018,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",7/1/2018,7/31/2018,,31084,Value,26366,0.019212184,0.016148302,1.001111301,-0.2%,-0.1%,6558,-7.4%,0.7%,18766,3.9%,3.3%,36,0,-1,425.531914894,-0.005427014,0.064940333,639000,-0.016923077,0.065177530,425.378514780,0.009720313,0.069390279,$628K,-1.1%,6.4%,2.9,0.4,0.1,8433,-4.8%,0.3%,1,0.273601826,-0.023480402,-0.037797469,31084,6133,-0.043064441,-0.018091579,30,0.206064159,0.011058345,0.025392352,-1,-2,0.445410186,-0.018169712,-0.001558348
"Washington, DC metro area",December 2013,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",12/1/2013,12/31/2013,,47894,Value,17701,-0.123626102,0.059559440,0.986636106,-0.3%,0.2%,5006,19.2%,10.3%,13056,-10.3%,7.2%,38,7,-4,176.761725194,-0.014420689,0.101116679,335000,0.032437014,0.116733671,184.874494509,-0.011248191,0.083782654,$355K,2.7%,9.2%,2.6,-0.9,-0.1,3263,-28.6%,1.0%,1,0.340551181,-0.029481722,-0.080783941,47894,3048,-0.228549734,0.022475679,30,0.163985907,-0.056114389,0.025420811,-1,-2,0.217339193,-0.018669381,0.009318038
"Washington, DC metro area",November 2017,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",11/1/2017,11/30/2017,,47894,Value,20299,-0.110200324,-0.034116863,0.989533114,-0.2%,0.2%,5540,-8.3%,5.0%,13547,-12.2%,-6.7%,32,4,-4,202.994502915,-0.017323493,0.048208855,370000,-0.038961039,0.027806328,202.143736156,-0.009065600,0.037142699,$385K,1.6%,4.1%,2.4,-0.2,-0.4,4989,-24.7%,2.0%,1,0.378569940,-0.057109453,-0.002089901,47894,4797,-0.132078885,0.091467577,30,0.247803942,-0.050615543,0.023079424,-1,-2,0.230324910,-0.028284362,0.011136438
"Washington, DC metro area",April 2019,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",4/1/2019,4/30/2019,,47894,Value,22213,0.106004780,-0.002021745,0.997797060,0.3%,0.2%,6751,16.6%,0.9%,13919,10.1%,2.3%,24,-9,11,207.120131611,-0.011898627,-0.020625844,437900,-0.002738541,0.030352941,214.939608322,0.040996000,0.017157552,$420K,3.4%,3.7%,2.1,-0.1,0.1,9708,10.1%,-6.1%,1,0.532267038,-0.012588930,-0.081097804,47894,7190,0.183539095,-0.056058816,30,0.223507436,0.021213132,-0.037624085,-1,-2,0.357724782,0.041726164,0.031166718
"Chicago, IL metro area",August 2012,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",8/1/2012,8/31/2012,,16984,Value,48739,-0.021226605,-0.174894193,0.954646031,0.1%,1.5%,8078,8.9%,29.3%,38967,-3.3%,-21.8%,64,2,-25,108.874547632,-0.024399764,-0.016299313,165000,-0.028840494,-0.023090586,109.090909091,-0.020408163,-0.030303030,$170K,-1.2%,-2.4%,4.8,-0.600000000,-3.2,9727,-3.0%,0.9%,1,0.296794758,-0.002722150,0.029099658,16984,5647,-0.025707384,0.281079855,30,0.279544230,0.011520397,-0.022013128,-1,-2,0.178757118,0.007351647,0.039192457
"Chicago, IL metro area",April 2013,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",4/1/2013,4/30/2013,,16984,Value,42079,0.047783865,-0.173706431,0.967686175,0.5%,1.9%,7996,15.5%,31.4%,30552,2.0%,-26.1%,50,-16,-35,127.2,0.037028778,0.073350829,208950,0.045272636,0.148076923,110.330992979,0.098014042,0.076063451,$172K,11.0%,9.2%,3.8,-0.5,-3,12889,17.6%,14.9%,1,0.423095295,0.007181826,0.081607018,16984,8374,0.240776411,0.422697927,30,0.220771144,0.020918071,-0.041196941,-1,-2,0.234117059,0.016323875,0.074380000
"Chicago, IL metro area",August 2017,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",8/1/2017,8/31/2017,,16984,Value,41870,0.003451086,-0.063164254,0.974532250,-0.3%,0.2%,10207,4.5%,-1.7%,30792,-0.4%,-8.0%,32,2,-6,149.911700553,-3.312582709e-05,0.050993858,243700,-0.023246493,0.060026098,146.5,-0.029029216,0.030078125,$240K,-4.0%,2.1%,3,-0.2,-0.2,11344,-2.5%,2.7%,1,0.363613922,-0.034180819,0.027723371,16984,8102,-0.018296377,0.035928909,30,0.297285009,0.012942440,0.007139787,-1,-2,0.217301852,-0.014223225,0.020904240
